name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
18972,0.0163,5918,2,201,0.8073,0.1056,0,0.4192,0.6,0.1368,-1.4357,0.0483,0.0,-0.8569
27137,0.1442,9096,2,202,0.8241,-0.8145,0,1.0,0.2,0.6154,-0.7837,0.2102,0.0,-0.2111
17742,0.0491,1497,1,80,-0.7442,-0.4795,0,0.6138,0.1,0.0,0.6173,0.2017,0.0,-0.8569
43203,0.0431,5319,1,91,0.0449,0.0453,1,0.4192,0.1,0.359,1.3706,0.1193,0.4,-0.8569
31164,0.1442,4013,1,28,-0.5923,1.0868,1,0.2395,0.0,0.0171,-0.3516,0.0028,0.0,-0.8569
33543,0.1309,1261,2,94,1.8609,0.2071,1,0.2096,0.0,1.0,0.294,0.8466,1.0,1.7871
10551,0.0165,4747,2,178,-0.054,-1.2989,0,0.4491,0.3,0.2051,-1.759,0.0852,0.0,-0.8569
28743,0.0051,5281,2,112,0.208,-0.68,0,0.5838,0.1,0.1197,0.1916,0.0398,0.0,-0.8569
578,0.1442,10871,2,64,-0.1035,-0.6936,1,0.1707,0.0,0.0,0.6173,0.2017,0.0,-0.8569
207,0.0309,621,3,117,0.2393,-0.0807,0,0.3743,0.1,0.1197,-1.537,0.0369,0.0,-0.8569
19008,0.052,13,2,201,0.8597,0.0271,0,0.3593,1.0,0.0342,0.516,0.0199,1.0,0.731
25910,0.0396,1922,2,209,0.0299,-1.3619,0,0.8234,0.2,0.9915,-0.3526,0.3381,0.0,-0.4086
32857,0.068,8905,1,74,-1.4207,-0.1584,1,0.2246,0.0,0.0,0.6173,0.2017,0.4,-0.8569
9808,0.0646,10432,1,28,-0.5685,0.6523,1,0.1796,0.2,0.0171,0.7261,0.0028,0.0,-0.8569
18860,0.068,643,2,35,-0.1992,-1.1519,1,0.2665,0.2,0.1197,1.3695,0.0483,0.0,1.5516
248,0.0191,3411,2,201,0.8212,0.1111,0,0.7275,0.0,0.4444,0.5095,0.3097,0.0,0.2752
44500,0.1443,2709,2,94,1.6548,-0.0834,1,0.2695,0.0,0.0,0.6173,0.2017,0.0,-0.8569
16386,0.1443,1959,1,28,-0.5523,0.861,1,0.1497,0.1,0.0342,1.4816,0.0142,0.0,-0.8569
36407,0.0252,2408,2,64,-0.0915,-0.6582,1,0.3443,0.0,0.0,0.6173,0.2017,0.0,-0.8569
1137,0.1394,4165,1,28,-0.6407,0.9324,0,0.4491,0.3,0.188,0.5084,0.0625,0.4,-0.7961
28289,0.0178,2095,1,13,-0.8478,0.4469,0,0.7485,0.1,0.0513,0.2983,0.0142,0.0,-0.8569
46383,0.0083,286,1,214,-0.3368,0.0063,1,0.3263,0.1,1.0,-1.7525,0.7188,0.0,-0.7505
40957,0.0161,8783,1,13,-0.8366,0.0437,0,0.3593,0.1,0.0,0.6173,0.2017,0.0,-0.8569
7726,0.0002,2366,1,91,-0.1511,0.1913,0,0.8144,0.2,0.0513,1.4816,0.0142,0.0,-0.8569
26223,0.1444,7999,1,151,-1.0683,-0.7195,1,0.2994,0.0,0.0171,0.1873,0.0028,0.0,-0.8569
39965,0.1444,6827,1,41,-0.7801,-0.147,0,0.509,0.6,0.0513,-0.8882,0.0199,0.0,-0.8569
1048,0.1444,7669,2,92,0.0139,-1.2744,0,0.524,0.1,0.0855,1.3781,0.0284,0.0,-0.8569
9814,0.0446,9209,1,28,-0.4752,0.7415,1,0.2545,0.5,0.0171,-1.2137,0.0028,0.0,-0.8569
13046,0.0263,4635,2,64,-0.0468,-0.9039,0,0.4491,0.3,0.0171,-1.6512,0.0028,0.0,-0.8569
31310,0.1254,1488,2,95,0.6749,-0.9429,2,0.3473,0.1,1.0,-1.7472,0.5852,0.4,-0.5378
24779,0.086,2291,2,37,-0.2248,-1.3344,1,0.2994,0.4,0.0171,-1.5359,0.0028,0.0,-0.8569
36004,0.1087,326,2,209,0.1367,-1.3756,0,1.0,0.0,0.1197,-1.759,0.0398,0.0,-0.8569
11928,0.1446,4980,2,206,1.9792,0.2172,1,0.2395,0.2,1.0,0.4017,0.6477,0.0,0.2372
35519,0.0153,1505,3,4,0.6882,0.9657,0,0.2395,0.4,0.2906,-1.1092,0.0966,0.0,-0.7657
23589,0.0973,4798,1,28,-0.7598,1.0617,0,0.3293,1.0,1.0,1.1518,0.6108,0.0,0.8298
11369,0.0155,466,1,216,-1.3714,-0.5545,0,0.7994,0.1,0.2393,1.2703,0.1165,0.0,-0.8493
32990,0.0213,4928,0,111,2.6363,1.3833,1,0.2246,0.0,0.0,0.6173,0.2017,0.0,-0.8569
36094,0.0411,3174,2,202,0.8998,-0.9596,0,0.5988,0.0,0.0,0.6173,0.2017,0.0,-0.8569
26082,0.0491,1232,1,13,-0.8814,0.1004,1,0.1647,0.0,0.0342,-0.2438,0.0085,0.0,-0.8569
31130,0.1447,6465,3,106,-0.1236,2.4097,0,1.0,0.3,0.9402,1.3716,0.3608,0.0,-0.2339
15153,0.0772,8989,2,64,-0.0942,-0.7444,1,0.2395,0.0,0.0513,-1.6512,0.0142,0.0,-0.8569
44916,0.04,1949,1,13,-0.8283,0.9196,0,0.3743,1.0,0.0513,0.4028,0.0284,0.8,1.4832
6981,0.0096,3681,1,74,-1.3804,-0.1014,1,0.1138,0.0,0.7009,1.3716,0.2443,1.0,1.6883
17051,0.0966,4475,1,85,-1.1491,-1.0654,1,0.2395,0.1,0.3077,-0.9949,0.1449,0.0,0.5791
19304,0.03,8989,2,75,0.2297,-0.9198,0,0.8952,1.0,1.0,0.5095,0.9602,0.0,1.5364
4043,0.0558,7787,2,94,1.7967,0.0748,0,0.3743,0.3,0.0342,0.8328,0.0085,0.0,-0.8569
1105,0.1447,9175,2,119,-0.1005,-0.9964,1,0.7485,0.0,0.0,0.6173,0.2017,0.0,-0.8493
6510,0.0292,10680,1,91,-0.0599,0.3547,0,0.3862,1.0,0.0684,-0.2449,0.0199,1.0,1.8555
10502,0.0638,8459,2,201,0.5806,-0.2223,0,0.5689,0.0,0.6154,0.4007,0.2102,0.0,1.8631
31958,0.1423,2247,2,145,-0.142,-1.1104,1,0.2695,0.0,0.0171,-0.0283,0.0028,0.0,-0.8569
36705,0.1448,9979,2,169,0.6088,0.1389,1,0.2485,0.1,1.0,-1.3215,1.0,0.0,1.0805
1215,0.0154,8507,2,127,0.5088,-0.342,0,1.0,0.1,0.0,0.6173,0.2017,0.0,-0.8569
15791,0.0977,308,2,61,1.1868,0.3967,0,0.3054,0.0,0.0,0.6173,0.2017,0.0,-0.7733
41164,0.0496,7562,2,64,0.0238,-0.9413,0,0.5928,1.0,0.0855,-1.0046,0.0284,0.0,1.43
2432,0.0881,3856,2,127,0.5341,-0.3949,0,0.4461,0.1,0.2393,-1.7547,0.0824,0.0,-0.8569
3215,0.0424,5176,1,91,0.0641,-0.1052,0,0.3593,0.1,0.1026,-1.426,0.0341,0.0,-0.8569
44564,0.008,136,1,216,-1.3897,-0.5739,0,0.4281,1.0,0.0342,1.0505,0.0085,0.0,-0.7809
26856,0.1448,8009,2,112,0.2947,-0.6865,1,0.3593,0.0,0.0171,0.7261,0.0028,0.0,-0.8569
781,0.0067,7573,1,51,-1.0685,0.0524,1,0.1317,0.3,0.0,0.6173,0.2017,0.0,-0.8569
17471,0.1427,5306,2,119,-0.1846,-1.0362,1,0.4491,0.0,0.8718,-1.2116,0.2955,0.8,-0.8569
41152,0.0088,743,2,73,-0.4104,-1.4923,0,0.479,1.0,0.0,0.6173,0.2017,0.0,1.9163
32681,0.1448,5571,2,64,-0.0773,-0.7722,1,0.3293,0.0,0.0171,0.6183,0.0028,0.0,-0.8569
29576,0.1448,4973,1,51,-0.9172,-0.1603,0,0.3743,0.1,0.5299,-1.4336,0.1875,0.0,-0.8569
10653,0.0382,341,2,201,0.6716,-0.1966,0,0.8084,0.3,0.7521,-1.6448,0.2585,0.0,1.6883
2775,0.1256,6980,1,30,-1.4937,1.7093,0,0.3293,0.1,0.6496,-1.2137,0.2273,0.4,1.3464
17076,0.1441,9805,2,202,1.2069,-0.5477,0,0.4341,0.4,0.1197,-1.7515,0.0426,0.0,-0.8569
8180,0.0141,608,1,182,-1.1504,-0.8955,0,0.5689,0.6,0.0342,-0.025,0.0085,0.0,-0.8569
21048,0.0143,5766,2,209,0.1847,-1.2616,0,0.7485,0.1,0.0855,0.5117,0.0256,0.0,-0.8569
24665,0.0965,487,2,206,1.9869,0.2565,1,0.1347,0.8,0.0171,0.1883,0.0057,0.0,-0.8569
6162,0.1449,329,1,28,-0.5261,0.4051,0,0.5988,0.1,0.1538,-1.7525,0.0511,0.0,1.8555
22815,0.0148,705,2,202,1.2779,-0.4061,0,0.5599,0.2,0.0171,-1.3193,0.0028,0.0,-0.8569
1061,0.145,8833,1,214,-0.2306,0.0031,1,0.2695,0.2,0.0,0.6173,0.2017,0.0,-0.8569
14605,0.1345,487,1,13,-0.7499,0.6692,2,0.0868,0.1,1.0,-1.7525,0.5966,0.8,1.3312
11145,0.145,9554,1,151,-1.1209,-0.8085,0,0.2994,0.2,0.0855,0.7207,0.0455,0.0,-0.8569
41746,0.1051,9359,1,214,-0.4075,0.4332,0,0.2695,0.6,0.1026,-1.107,0.0398,0.4,1.4376
34850,0.0456,1166,1,28,-0.4571,0.7887,1,0.2994,0.0,0.0,0.6173,0.2017,0.0,-0.8569
23527,0.1051,9359,1,214,-0.4091,0.4182,1,0.2545,1.0,0.1197,-0.0261,0.0369,0.4,1.544
25113,0.1357,6274,3,166,-0.3739,1.3269,1,0.2066,0.0,0.0,0.6173,0.2017,0.0,-0.8569
6656,0.0634,6742,1,28,-0.8266,1.1995,1,0.1287,0.0,0.0684,-1.2148,0.0341,0.0,-0.8569
2159,0.1437,7323,1,17,-2.1733,-1.2509,0,0.4341,0.1,1.0,-1.6448,1.0,0.0,1.3236
43104,0.1447,4508,1,190,-1.3266,-1.2089,1,0.1946,0.6,0.6325,-0.996,0.2188,0.0,-0.8569
7693,0.0275,5994,1,159,-1.3301,-0.1767,1,0.1347,0.0,0.0342,-1.1038,0.0085,0.0,-0.8569
40522,0.1452,5900,3,105,-0.6958,2.4097,0,0.3892,0.1,1.0,0.6151,0.4659,0.0,1.5896
10443,0.0799,3677,2,202,0.723,-0.7907,0,0.2964,0.2,1.0,0.6173,0.5881,0.0,-0.515
19251,0.1451,2366,2,206,2.3205,0.6605,1,0.2695,0.0,0.0,0.6173,0.2017,0.0,-0.8569
11633,0.1285,8381,2,206,1.9513,0.2808,1,0.1347,0.9,0.0,0.6173,0.2017,0.0,-0.8569
37811,0.007,4585,2,178,-0.0501,-1.294,0,0.5988,0.0,0.0,0.6173,0.2017,0.0,-0.8569
41949,0.008,4083,1,80,-0.7473,-0.4942,0,0.4461,0.3,0.0171,1.4859,0.0028,0.0,-0.8569
36610,0.1453,6960,3,59,0.7586,2.1144,1,0.1347,0.0,1.0,-1.1059,1.0,1.0,0.4043
6265,0.0216,927,2,202,1.1328,-0.504,0,0.4192,0.1,0.0684,0.9449,0.0227,0.0,-0.8569
18085,0.0747,7045,1,214,-0.4442,0.4308,1,0.1796,1.0,0.0,0.6173,0.2017,0.4,-0.1883
42220,0.1453,7855,2,64,-0.0922,-0.7716,1,0.2994,0.0,0.0,0.6173,0.2017,0.0,-0.8569
46231,0.1448,2483,1,214,-0.3021,0.0876,1,0.3743,0.1,0.0,0.6173,0.2017,0.0,-0.8569
20666,0.1453,10268,3,4,0.6219,1.1692,0,0.2096,0.3,0.1709,-0.7794,0.0568,0.0,-0.8569
39449,0.0037,1563,1,51,-1.1146,-0.1347,1,0.2096,0.2,0.0855,1.2596,0.0284,0.0,-0.6973
34052,0.1453,10329,1,28,-0.5921,0.8375,1,0.1497,0.1,0.0,0.6173,0.2017,0.0,-0.8569
36245,0.0061,448,1,13,-0.6499,0.2567,1,0.2844,0.3,0.8034,1.155,0.2841,0.0,-0.8341
6580,0.0144,220,2,37,-0.2295,-1.3161,0,0.506,0.3,0.1368,-0.246,0.0455,0.0,-0.8569
14749,0.011,8799,1,13,-0.8067,-0.0529,0,0.3293,0.2,0.2393,-0.2406,0.0795,0.0,-0.8569
15158,0.1454,1589,1,41,-0.6925,-0.1794,1,0.1198,0.4,0.0,0.6173,0.2017,0.0,-0.8569
7798,0.0934,8468,1,28,-0.6593,0.8367,1,0.2246,0.1,0.3761,-1.4303,0.1278,0.0,1.8935
8558,0.1455,3411,1,13,-0.6325,0.5655,1,0.1946,0.1,0.0,0.6173,0.2017,0.4,-0.7125
34420,0.1448,960,3,4,0.5507,0.7712,1,0.2545,0.1,0.547,-1.6448,0.1875,0.4,0.4879
28489,0.1455,3964,1,13,-0.9036,1.233,0,0.2904,0.1,1.0,1.0483,0.7784,0.0,1.3616
23665,0.1429,48,2,35,-0.2189,-1.0482,0,0.3293,0.2,0.0,0.6173,0.2017,0.0,-0.8569
13664,0.1456,2178,2,94,1.4425,0.0325,1,0.1527,0.6,0.0,0.6173,0.2017,0.0,-0.8265
42930,0.0638,608,2,112,0.2561,-0.6925,1,0.3593,0.6,0.188,1.0462,0.0881,0.8,-0.8417
513,0.1456,4776,3,79,-0.1983,2.4097,1,0.3263,0.0,1.0,1.3716,0.5028,0.0,1.7567
35257,0.1456,2366,2,178,-0.1317,-1.1966,0,0.476,1.0,0.1368,-1.4271,0.0455,0.0,-0.8569
42951,0.1346,1949,2,119,-0.2101,-0.9773,1,0.2246,0.0,0.0171,-0.8904,0.0028,0.0,-0.8569
38981,0.1454,7030,4,33,-2.127,-2.6962,1,0.1347,1.0,0.0,0.6173,0.2017,0.0,1.9163
14770,0.0157,7896,3,11,0.5498,2.4097,1,0.2964,0.0,0.0513,-1.1038,0.0142,0.4,1.5896
16221,0.1458,4486,2,202,1.1922,-0.4582,1,0.2844,0.0,0.0,0.6173,0.2017,0.0,-0.8569
12510,0.0641,353,1,41,-0.8034,-0.2828,1,0.1946,1.0,0.1026,0.4017,0.0426,0.0,-0.8569
19543,0.1458,3046,2,206,1.9116,0.2813,1,0.1138,0.0,0.0,0.6173,0.2017,0.0,-0.8569
7883,0.1458,3879,1,214,-0.1966,0.323,1,0.2844,0.0,0.1026,0.2983,0.0455,0.0,-0.8569
42780,0.0246,666,1,13,-0.7578,0.7257,0,0.3593,0.1,1.0,1.3695,0.517,0.4,-0.401
22752,0.005,6914,1,214,-0.2477,-0.0439,1,0.4491,0.0,0.0,0.6173,0.2017,0.0,-0.8569
45799,0.0218,2366,1,13,-0.9139,0.1373,0,0.4042,0.1,1.0,-0.5682,1.0,0.0,-0.8189
17593,0.0618,2694,1,108,-1.5564,-0.6222,0,0.3443,0.3,0.0513,1.4805,0.0227,0.0,-0.8569
19365,0.0011,9872,1,28,-0.4835,0.625,1,0.2994,0.0,0.2393,-0.4572,0.1023,0.0,-0.8569
23763,0.0993,614,2,202,1.2433,-0.2135,1,0.2964,0.0,1.0,0.294,1.0,0.8,1.0501
42221,0.0013,5160,2,64,-0.1095,-0.6312,0,0.4431,0.2,0.1538,0.8274,0.0511,0.0,-0.7961
28965,0.146,9756,1,13,-0.6582,0.17,0,0.4491,0.6,0.0513,-1.3182,0.0142,0.0,-0.8569
8461,0.0742,3213,2,34,0.2447,-1.2168,0,1.0,0.4,0.0,0.6173,0.2017,0.0,-0.8569
22076,0.1254,1488,2,95,0.674,-0.911,0,1.0,0.2,0.5299,-0.4604,0.1818,0.4,0.336
45331,0.1462,8613,2,202,1.2239,-0.3417,0,0.494,0.4,0.0855,-0.3548,0.0256,0.0,-0.8569
6720,0.0814,5329,1,108,-1.526,-0.7422,0,0.2844,0.0,0.0684,0.1873,0.0199,0.0,-0.8569
35248,0.1009,410,1,80,-0.7687,-0.593,0,0.3862,0.0,0.1538,-0.2449,0.1136,0.0,0.336
1264,0.1463,552,2,95,0.5341,-1.0313,1,0.7485,0.1,0.2906,-1.2202,0.1023,1.0,0.1308
26458,0.1437,2254,2,201,0.871,0.1105,0,1.0,0.0,0.0171,-1.3193,0.0028,0.0,-0.8569
33544,0.1463,308,1,13,-0.7953,0.6763,1,0.1976,0.0,0.0,0.6173,0.2017,0.0,-0.8569
30446,0.1282,6662,2,206,1.9613,0.3116,0,0.494,0.3,0.0171,1.2639,0.0057,0.0,-0.8569
40615,0.1463,1739,1,85,-0.9181,-0.9462,0,1.0,0.1,0.1368,0.3996,0.0455,0.0,1.1413
13495,0.003,6662,2,130,1.3925,-0.2637,0,0.3593,0.1,0.1197,-0.7794,0.0398,0.0,-0.8569
31628,0.0588,6556,1,151,-1.0379,-0.6625,1,0.1946,0.0,0.0,0.6173,0.2017,0.0,-0.8569
15290,0.1462,629,1,51,-1.1059,0.0824,1,0.1647,0.1,0.8034,-0.1403,0.2756,0.8,-0.8569
47350,0.1464,6134,3,4,0.5494,1.1812,1,0.2545,0.0,0.0,0.6173,0.2017,0.0,-0.8569
12761,0.0136,1439,1,28,-0.577,0.5751,1,0.1048,0.4,0.0171,-1.759,0.0426,0.8,-0.8569
16908,0.0194,9855,1,214,-0.3411,0.0388,0,0.3293,0.0,0.0342,-0.7816,0.0085,0.0,-0.8569
26746,0.1466,1439,2,34,0.1836,-1.2152,0,1.0,0.2,0.188,0.946,0.0625,0.0,-0.8417
33214,0.1313,7594,2,64,0.0006,-0.815,1,0.2964,0.0,0.0684,0.7293,0.0199,0.0,-0.8569
23512,0.0369,211,3,166,-0.3483,0.951,1,0.1916,0.2,0.0,0.6173,0.2017,0.4,-0.2719
39729,0.0294,3002,1,214,-0.2051,-0.2206,0,0.503,0.1,0.3419,-0.6706,0.1136,0.0,-0.8569
30495,0.0653,621,1,31,-0.9986,-1.2449,0,0.5988,0.1,0.4786,0.3004,0.1648,0.0,-0.8569
7650,0.1465,10334,2,94,1.4209,0.1528,0,1.0,0.2,0.7179,0.5095,0.2898,0.0,0.0245
10951,0.0876,2690,2,202,1.0092,-0.5572,0,0.5689,0.2,0.1538,1.1604,0.0511,0.0,-0.8569
42971,0.0113,2126,1,214,-0.3252,0.3255,0,0.2964,0.0,0.0342,1.2693,0.0085,0.0,-0.8569
43978,0.1467,621,2,119,-0.1398,-0.8799,0,0.5389,0.1,0.1368,1.155,0.0511,0.0,-0.8569
25867,0.0005,1650,2,103,2.5503,0.9545,0,0.4341,0.2,0.1538,1.3781,0.0625,0.0,-0.8569
47466,0.117,8459,1,91,-0.1042,0.3822,1,0.1647,0.0,0.0171,0.4028,0.0028,0.0,-0.8569
35059,0.0342,1677,1,13,-0.6683,0.2145,1,0.1946,0.0,0.0855,-1.759,0.0284,1.0,0.3436
32657,0.0438,2914,1,51,-1.0823,0.1288,0,0.3892,0.1,1.0,0.1851,0.8949,0.0,-0.5834
45353,0.0843,1497,2,202,1.032,-0.6475,1,0.2036,0.5,0.0171,1.0494,0.0028,0.0,-0.8569
47256,0.145,1156,2,127,0.4358,-0.6985,0,0.5,0.0,0.0,0.6173,0.2017,0.0,-0.8569
45092,0.026,598,2,178,-0.0678,-1.2427,0,1.0,1.0,0.0,0.6173,0.2017,0.0,-0.8569
28115,0.1468,290,2,137,0.367,-0.6399,0,0.479,0.9,0.4274,1.3716,0.1477,0.0,-0.8493
11872,0.0932,4619,1,13,-0.7825,0.5844,0,0.2934,0.2,1.0,0.6173,0.5426,0.4,0.7918
35099,0.0282,10853,1,214,-0.2977,-0.1622,1,0.2695,0.1,1.0,0.294,1.0,0.4,0.8602
45916,0.0832,10115,1,214,-0.3494,-0.3949,1,0.2994,0.0,0.0,0.6173,0.2017,0.0,-0.8569
31742,0.1469,705,1,53,-0.4545,-0.9086,1,0.3743,0.1,1.0,0.6173,0.8949,0.4,0.4043
21403,0.0275,1894,1,80,-0.7777,-0.6407,0,0.4491,0.1,0.0,0.6173,0.2017,0.0,-0.8569
10979,0.1448,8459,1,51,-1.0213,0.0475,0,0.2844,0.1,0.0684,0.8339,0.0284,0.0,-0.8569
42687,0.1388,1078,2,202,1.2879,-0.1614,0,0.3892,0.2,0.3077,1.3749,0.108,0.0,-0.8569
18360,0.0634,7582,1,91,0.1286,-0.0973,0,0.3892,0.1,0.0513,-1.6512,0.0142,0.0,-0.8569
43165,0.1001,450,1,91,-0.1125,0.0573,1,0.4192,0.0,0.0,0.6173,0.2017,0.0,-0.8569
34967,0.1469,2414,1,13,-0.8224,0.4463,0,0.3743,0.2,0.2906,0.2929,0.1023,0.0,-0.2491
6292,0.1469,2924,2,209,0.1166,-1.3025,0,0.494,0.9,0.1709,-1.5349,0.0568,0.0,-0.8569
13861,0.1469,1421,1,28,-0.5165,0.8367,1,0.2695,0.1,0.188,0.9406,0.0653,0.0,-0.1807
46509,0.0677,1727,2,103,2.5573,0.8473,0,0.524,0.0,0.0,0.6173,0.2017,0.0,-0.8569
12826,0.1469,353,2,202,1.2595,-0.4037,1,0.1946,0.2,1.0,-0.7772,0.5568,0.0,-0.8569
42655,0.0603,1042,1,214,-0.2488,0.0025,1,0.1976,0.1,0.1026,0.8274,0.0341,0.0,-0.8569
43971,0.1469,10424,1,80,-0.7331,-0.5542,0,0.6737,0.1,1.0,1.2639,0.7017,0.0,0.9817
32017,0.0887,5796,1,51,-1.0814,-0.1137,1,0.1347,0.0,0.0,0.6173,0.2017,0.0,-0.8569
5757,0.0,7592,3,83,0.1782,2.4097,1,0.1766,0.2,0.0684,-1.6459,0.0227,0.0,1.9163
35086,0.0485,5113,2,64,-0.0036,-0.914,1,0.2695,0.7,0.0513,-1.759,0.0142,0.0,-0.8569
36519,0.068,5661,2,94,1.4019,0.2608,1,0.3743,0.1,0.0513,0.8339,0.0199,0.0,-0.8569
35848,0.0425,5386,1,162,-0.9039,-1.431,0,1.0,0.0,0.0855,0.2918,0.0256,0.0,0.7158
6904,0.005,6765,1,13,-0.796,0.2818,1,0.1497,1.0,0.0684,1.2617,0.0227,0.4,-0.8569
25833,0.0252,5399,1,19,-0.7886,-0.926,0,0.3713,0.1,0.0171,-1.6426,0.0256,0.0,-0.8569
162,0.0074,7582,1,13,-0.6097,0.5614,1,0.0868,0.2,0.5128,0.7218,0.1818,0.8,-0.8569
46278,0.0004,11018,1,214,-0.38,-0.0539,0,0.2575,0.6,0.0171,-1.7515,0.0028,0.0,-0.8569
42730,0.072,3391,2,201,0.6555,-0.0439,1,0.2575,0.1,0.0342,-0.4636,0.0085,0.0,-0.8569
1893,0.0249,10402,1,214,-0.1662,-0.0256,0,0.8952,0.1,0.3077,-0.0315,0.1051,0.0,-0.8569
29117,0.0233,2767,1,28,-0.7312,1.3525,1,0.1078,0.1,0.0513,-1.7525,0.0142,0.0,-0.8569
32805,0.0217,3275,1,28,-0.4326,1.0001,1,0.2994,0.0,0.2564,0.2929,0.0909,0.0,1.8707
11272,0.0063,864,2,119,-0.1662,-0.9219,0,0.3293,1.0,0.1709,-1.5338,0.0625,1.0,1.1413
39238,0.0362,10334,2,34,0.3745,-1.0731,0,1.0,0.3,1.0,-1.537,1.0,0.0,-0.8493
9164,0.0249,3781,1,13,-0.6261,0.2052,1,0.1168,0.0,0.0,0.6173,0.2017,0.0,-0.8569
3435,0.0064,136,1,81,-2.0123,-2.1312,1,0.1647,0.1,0.9573,1.1561,0.3466,0.4,1.468
3434,0.0064,136,1,81,-2.0097,-2.111,1,0.1647,0.0,0.5812,-0.1371,0.2244,0.4,1.2781
9599,0.0357,5022,1,13,-0.7263,-0.1221,1,0.1796,0.2,0.0,0.6173,0.2017,0.4,-0.8569
29609,0.1444,83,2,94,1.6988,0.0017,1,0.2126,1.0,1.0,0.6237,0.8466,0.0,-0.8569
46052,0.0027,1232,2,94,1.8495,0.1596,0,1.0,0.9,0.0,0.6173,0.2017,0.0,-0.8569
24797,0.0432,4825,1,214,-0.1712,0.317,1,0.1886,0.3,0.0513,1.0473,0.0199,0.4,-0.8569
26294,0.007,3408,1,151,-0.8892,-0.5654,0,0.509,0.0,0.0,0.6173,0.2017,0.0,-0.8569
5009,0.0069,3149,1,25,-0.6314,-1.0534,0,0.7485,0.6,0.188,0.2929,0.0653,0.0,0.8526
46425,0.0328,5626,1,214,-0.2874,0.4051,0,0.476,0.2,0.2393,1.2628,0.0824,0.0,-0.6213
26140,0.0771,5069,1,214,-0.3246,-0.2975,0,0.5988,0.3,0.0,0.6173,0.2017,0.0,-0.8569
10037,0.1476,3487,2,61,1.28,0.4041,1,0.2096,0.0,0.0171,0.295,0.0028,0.0,-0.8569
1423,0.1476,10061,2,201,0.6404,-0.1194,0,0.3593,0.4,0.0855,0.295,0.0341,0.0,-0.8569
30566,0.058,5217,2,130,1.4161,-0.168,0,0.2246,1.0,0.0171,-1.4271,0.0028,0.0,-0.8569
32080,0.1476,5626,1,28,-0.6728,0.9638,0,0.5838,0.0,0.0,0.6173,0.2017,0.0,-0.8569
9486,0.0172,4939,1,13,-0.9167,0.3798,0,0.2695,0.4,0.1538,-0.6759,0.0511,0.0,-0.7961
28382,0.0098,1851,2,209,0.136,-1.3298,0,0.6976,1.0,0.1709,-1.3172,0.0568,0.0,-0.7505
38308,0.0261,4981,2,206,2.3234,0.4542,0,0.3443,0.6,0.0342,1.2682,0.0085,0.0,-0.8569
40353,0.0128,9847,1,41,-0.689,-0.3428,1,0.1946,0.1,0.1026,0.1916,0.0313,0.0,-0.8569
15398,0.1476,3793,1,63,-0.9912,1.6979,0,0.2395,0.4,0.8376,-1.107,0.2841,0.4,0.7918
23278,0.1477,9184,2,94,1.6853,0.0167,1,0.1946,0.0,0.0513,-1.5435,0.0199,0.0,-0.8569
17986,0.1477,2797,2,64,-0.0029,-0.7455,1,0.4162,0.0,0.1538,-1.6415,0.0625,0.0,-0.8569
10795,0.0369,4929,1,28,-0.5672,1.1146,0,0.6287,0.0,0.0,0.6173,0.2017,0.0,-0.8569
6185,0.0371,7725,1,214,-0.2953,0.1553,0,0.1976,0.5,0.0513,-1.6491,0.0142,0.0,-0.8569
11434,0.1216,4765,2,202,1.1311,-0.6734,0,0.5988,0.0,0.0,0.6173,0.2017,0.0,-0.8569
23686,0.0036,8910,2,119,-0.1169,-1.0553,0,0.5988,0.2,0.3077,-1.6512,0.1023,0.0,0.5715
3627,0.014,6692,2,119,-0.1629,-0.8096,0,0.524,0.2,0.7521,0.6173,0.2585,0.0,-0.5985
15506,0.1028,2512,3,123,0.1039,1.7871,0,0.2874,0.2,1.0,1.3716,0.8892,0.4,-0.6973
42316,0.1477,6637,2,35,-0.2433,-0.9997,1,0.2994,0.0,0.2222,0.0773,0.0739,0.0,-0.8417
27937,0.0097,9184,1,28,-0.4481,1.0492,1,0.1317,0.4,0.0171,1.0494,0.0028,0.0,-0.8569
32405,0.063,5626,1,151,-0.9866,-0.7615,0,0.524,0.3,0.0855,-1.1038,0.0256,0.0,-0.7581
13759,0.0144,4766,1,31,-0.8366,-1.0998,0,1.0,0.4,0.2051,-0.1382,0.0682,0.4,0.4651
36289,0.1479,91,1,13,-0.8034,0.817,1,0.0958,0.2,0.1197,1.0429,0.0398,0.0,-0.8569
13557,0.1463,552,2,95,0.5426,-1.0461,1,0.2934,0.0,1.0,-0.4604,0.858,1.0,0.2752
1010,0.0057,249,2,64,0.0807,-0.9549,0,0.6557,0.1,0.5128,-0.7837,0.1733,0.0,-0.8417
43351,0.0057,353,2,209,0.0788,-1.3199,0,0.524,1.0,0.2906,-0.7816,0.0994,0.0,-0.8569
15562,0.0573,5634,2,35,-0.2616,-1.0032,0,0.3593,0.1,0.2222,-1.4325,0.1023,0.0,-0.8569
40909,0.091,4973,2,92,0.036,-1.2528,0,0.4192,0.0,0.0171,-0.4593,0.0028,0.0,-0.8569
30749,0.0104,2090,1,214,-0.2453,-0.0804,1,0.2515,0.0,1.0,0.5095,1.0,0.0,1.5668
