gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1.0,1.0,1.0,0.0,0.4735,0.0,1,0,0,2,0,0,0,0,0,1.0,2,-1.1437,-0.4071,1.0
0.0,0.0,1.0,1.0,1.0843,1.0,0,0,0,2,0,2,2,2,2,1.0,1,0.3719,0.9979,0.0
1.0,0.0,0.0,0.0,1.573,1.0,2,1,2,0,2,2,2,2,2,1.0,2,1.4387,2.3179,1.0
1.0,0.0,0.0,0.0,-1.2774,1.0,0,1,0,0,0,0,0,0,0,1.0,2,0.1708,-0.9766,1.0
0.0,0.0,0.0,0.0,-0.8702,1.0,2,1,0,0,0,0,0,0,0,0.0,2,0.3486,-0.6151,0.0
1.0,1.0,1.0,0.0,1.2065,1.0,2,1,0,2,2,0,2,2,1,1.0,2,1.2958,1.8107,1.0
0.0,0.0,1.0,1.0,0.107,1.0,0,0,2,0,0,2,0,0,1,1.0,0,-0.3261,-0.1615,0.0
0.0,0.0,0.0,0.0,-0.5038,1.0,0,2,1,1,1,1,1,1,0,1.0,0,-1.5043,-0.8251,0.0
1.0,0.0,1.0,1.0,0.3106,1.0,0,2,1,1,1,1,1,1,2,0.0,3,-1.501,-0.6503,0.0
0.0,0.0,0.0,0.0,0.2699,1.0,0,0,2,0,0,0,0,0,1,1.0,2,-0.5621,-0.1746,0.0
1.0,0.0,0.0,0.0,-1.2774,1.0,2,1,0,0,0,0,0,2,0,1.0,2,0.7258,-0.9692,1.0
0.0,0.0,1.0,1.0,1.6137,1.0,2,2,1,1,1,1,1,1,2,0.0,0,-1.3631,-0.2661,0.0
0.0,1.0,1.0,0.0,0.0256,1.0,2,1,0,2,0,0,0,0,0,1.0,0,0.5264,0.1654,1.0
0.0,0.0,0.0,0.0,-0.8295,1.0,0,0,0,0,0,0,0,0,0,0.0,0,-0.6967,-0.7686,0.0
1.0,0.0,0.0,0.0,-1.2774,1.0,0,2,1,1,1,1,1,1,0,0.0,0,-1.496,-0.9987,0.0
1.0,0.0,0.0,1.0,-0.2187,1.0,0,2,1,1,1,1,1,1,0,0.0,3,-1.5159,-0.7702,0.0
1.0,0.0,1.0,1.0,0.0663,1.0,0,2,1,1,1,1,1,1,1,0.0,1,-1.501,-0.7077,0.0
0.0,0.0,1.0,0.0,0.9622,1.0,0,1,2,0,2,0,0,0,2,0.0,0,0.5164,0.9853,0.0
0.0,0.0,0.0,0.0,1.0436,1.0,2,2,1,1,1,1,1,1,2,0.0,1,-1.3431,-0.3788,0.0
0.0,0.0,1.0,1.0,-0.4223,1.0,2,2,1,1,1,1,1,1,2,0.0,1,-1.3132,-0.7622,0.0
0.0,0.0,1.0,1.0,-0.911,1.0,2,2,1,1,1,1,1,1,2,0.0,1,-1.285,-0.9078,0.0
1.0,0.0,0.0,0.0,-0.7888,1.0,0,2,1,1,1,1,1,1,2,0.0,1,-1.4877,-0.8889,0.0
0.0,0.0,0.0,0.0,0.107,1.0,2,1,0,2,0,2,0,0,0,0.0,1,0.6826,0.2806,1.0
0.0,0.0,0.0,0.0,0.0663,1.0,0,1,0,0,0,0,0,0,0,1.0,1,0.1741,0.0592,1.0
0.0,1.0,0.0,0.0,-1.1553,1.0,2,1,0,0,0,0,2,2,0,1.0,2,0.9817,-0.82,1.0
1.0,0.0,1.0,0.0,1.6137,1.0,0,2,1,1,1,1,1,1,2,0.0,0,-1.4644,-0.3487,0.0
1.0,0.0,0.0,0.0,-1.2367,1.0,0,0,0,0,0,2,2,2,0,0.0,2,0.1841,-0.949,0.0
0.0,0.0,0.0,0.0,-1.0331,1.0,0,1,0,0,2,0,2,2,0,1.0,2,1.0166,-0.7156,1.0
1.0,1.0,1.0,0.0,-0.2187,1.0,2,1,0,0,0,0,0,0,0,1.0,2,0.3569,-0.1713,1.0
1.0,0.0,1.0,1.0,-1.1553,1.0,0,1,0,0,0,0,0,0,0,1.0,3,0.1591,-0.8816,0.0
0.0,0.0,0.0,0.0,0.1885,1.0,0,2,1,1,1,1,1,1,2,0.0,3,-1.4927,-0.6612,0.0
1.0,0.0,0.0,0.0,-0.463,1.0,0,2,1,1,1,1,1,1,0,0.0,3,-1.4877,-0.823,0.0
0.0,1.0,1.0,0.0,0.84,1.0,2,1,0,0,0,0,2,2,1,1.0,1,1.0332,1.2072,0.0
0.0,0.0,0.0,0.0,-0.5852,1.0,2,1,0,0,0,2,0,2,0,1.0,2,0.8421,-0.2954,1.0
0.0,0.0,0.0,0.0,-1.2367,1.0,0,1,0,0,0,0,0,0,0,0.0,2,0.1392,-0.9546,1.0
1.0,0.0,1.0,1.0,-0.0151,1.0,2,1,2,0,0,0,2,2,0,1.0,1,1.1562,0.4074,1.0
1.0,1.0,1.0,0.0,-0.3816,1.0,0,2,1,1,1,1,1,1,1,1.0,2,-1.4628,-0.7932,0.0
1.0,0.0,0.0,0.0,-1.196,1.0,0,0,2,0,0,0,0,0,0,1.0,3,-0.4856,-0.9364,0.0
0.0,0.0,1.0,1.0,1.573,0.0,1,0,2,2,0,2,2,2,2,0.0,3,-0.2031,0.8226,0.0
1.0,0.0,0.0,0.0,-0.9517,1.0,0,1,0,0,0,2,2,2,0,1.0,0,1.0349,-0.6421,0.0
0.0,0.0,0.0,0.0,-1.2774,1.0,0,0,0,2,0,0,0,0,0,0.0,2,-0.5072,-0.9856,0.0
1.0,0.0,1.0,1.0,-0.5852,1.0,0,0,0,0,2,0,0,2,0,0.0,2,-0.243,-0.57,1.0
1.0,0.0,1.0,1.0,-0.8295,1.0,0,0,0,0,0,0,0,2,1,0.0,1,-0.3693,-0.7,1.0
1.0,0.0,1.0,0.0,1.573,1.0,2,0,2,2,2,2,0,2,2,1.0,3,0.5098,1.4584,0.0
0.0,0.0,0.0,0.0,1.2879,1.0,2,2,1,1,1,1,1,1,1,1.0,0,-1.3415,-0.3005,0.0
1.0,0.0,0.0,0.0,-1.1553,0.0,1,0,0,0,0,2,0,2,0,1.0,2,-0.8213,-0.9357,0.0
0.0,0.0,0.0,0.0,-0.3816,1.0,0,2,1,1,1,1,1,1,0,1.0,3,-1.5043,-0.7998,0.0
0.0,0.0,1.0,1.0,0.2699,1.0,0,0,2,0,0,0,0,0,0,0.0,1,-0.4557,-0.0953,0.0
1.0,0.0,1.0,0.0,-0.178,1.0,0,0,2,0,0,2,0,0,1,0.0,3,-0.346,-0.3777,0.0
0.0,1.0,0.0,0.0,-1.1146,1.0,0,1,0,2,0,0,2,0,0,1.0,2,0.6627,-0.8341,0.0
0.0,1.0,1.0,0.0,0.5143,1.0,0,1,0,0,2,0,0,2,0,1.0,2,0.7092,0.6973,0.0
1.0,0.0,0.0,0.0,0.1885,1.0,0,1,0,0,0,0,0,0,0,1.0,3,0.1857,0.1196,0.0
0.0,1.0,1.0,0.0,1.1251,1.0,0,1,2,2,2,2,2,2,2,1.0,0,1.5035,1.9365,0.0
1.0,1.0,0.0,0.0,-0.9924,1.0,2,1,0,0,2,0,2,2,0,1.0,2,1.1911,-0.6457,1.0
0.0,0.0,0.0,0.0,0.5957,1.0,2,1,2,0,2,0,2,0,1,0.0,1,1.0017,1.0301,0.0
1.0,0.0,1.0,1.0,-0.2594,1.0,2,1,0,0,0,0,2,0,0,1.0,2,0.6311,-0.0933,1.0
0.0,1.0,1.0,1.0,-1.196,1.0,0,1,2,0,0,2,2,0,0,1.0,3,0.7823,-0.8866,1.0
0.0,0.0,1.0,1.0,0.7179,1.0,0,1,0,0,0,0,0,0,0,1.0,0,0.1658,0.5632,0.0
1.0,0.0,1.0,1.0,-0.2187,1.0,2,0,0,0,0,2,2,2,0,0.0,0,0.2273,-0.1434,0.0
0.0,1.0,0.0,0.0,-0.9924,1.0,0,1,0,0,2,0,2,2,0,1.0,2,0.9086,-0.6852,1.0
0.0,0.0,1.0,0.0,1.2065,1.0,2,2,1,1,1,1,1,1,2,0.0,0,-1.3664,-0.382,0.0
0.0,0.0,1.0,0.0,1.573,1.0,0,0,2,0,2,2,2,2,2,0.0,0,0.5679,1.6081,0.0
1.0,0.0,0.0,0.0,1.3694,1.0,2,2,1,1,1,1,1,1,2,0.0,3,-1.3182,-0.2579,0.0
1.0,0.0,1.0,1.0,1.4508,1.0,2,1,2,2,2,2,2,2,2,1.0,0,1.6597,2.4581,0.0
0.0,0.0,0.0,0.0,-0.7888,0.0,1,0,0,0,2,0,2,2,0,0.0,2,-0.5189,-0.7207,0.0
1.0,0.0,1.0,0.0,0.9622,1.0,0,1,0,0,0,0,0,2,1,1.0,2,0.5364,1.0046,0.0
1.0,0.0,1.0,0.0,0.2292,1.0,0,1,2,2,0,0,0,0,0,1.0,2,0.4882,0.3228,1.0
1.0,1.0,0.0,0.0,-0.7481,1.0,0,1,0,0,0,0,2,2,0,0.0,1,0.8538,-0.4485,1.0
0.0,0.0,0.0,1.0,-0.6666,1.0,0,2,1,1,1,1,1,1,1,1.0,0,-1.511,-0.8483,0.0
0.0,0.0,1.0,1.0,-0.7481,1.0,0,1,0,0,0,0,0,0,0,0.0,2,0.1807,-0.5454,0.0
1.0,0.0,1.0,1.0,-0.0151,1.0,0,1,0,0,0,0,0,0,0,1.0,0,0.1658,0.0291,1.0
0.0,0.0,0.0,0.0,-0.9924,1.0,0,0,2,0,0,2,0,0,1,0.0,0,-0.3494,-0.8097,0.0
0.0,0.0,1.0,1.0,0.4328,1.0,2,1,0,0,2,0,2,2,0,1.0,0,1.1479,0.8512,0.0
0.0,0.0,0.0,0.0,0.7993,1.0,2,0,2,0,2,2,2,0,1,0.0,1,0.307,0.7045,0.0
1.0,0.0,0.0,0.0,-1.196,1.0,0,0,0,0,0,2,0,0,0,1.0,3,-0.4823,-0.9402,0.0
1.0,0.0,0.0,0.0,-0.1373,1.0,0,2,1,1,1,1,1,1,1,1.0,3,-1.4943,-0.7548,0.0
0.0,0.0,0.0,0.0,-1.2774,1.0,0,2,1,1,1,1,1,1,0,0.0,3,-1.4993,-0.9987,1.0
1.0,1.0,0.0,0.0,-0.8295,0.0,1,0,0,0,2,2,0,2,0,1.0,2,-0.7017,-0.7748,1.0
0.0,0.0,1.0,1.0,-0.6666,0.0,1,0,0,0,0,0,0,2,0,1.0,1,-0.9725,-0.7634,0.0
0.0,0.0,0.0,0.0,0.3106,1.0,2,0,0,0,2,2,2,2,1,1.0,3,0.5314,0.4091,0.0
0.0,0.0,0.0,0.0,-1.1146,0.0,1,0,0,0,2,0,0,2,0,0.0,2,-0.8396,-0.9144,1.0
1.0,0.0,1.0,0.0,0.3106,1.0,2,1,0,0,0,0,2,2,0,1.0,0,1.0748,0.6291,1.0
0.0,0.0,0.0,0.0,0.1478,1.0,0,2,1,1,1,1,1,1,1,0.0,3,-1.5027,-0.7334,0.0
0.0,0.0,0.0,0.0,-1.1146,1.0,0,1,0,0,0,0,0,2,0,1.0,2,0.5065,-0.8253,1.0
0.0,0.0,0.0,0.0,-0.911,1.0,0,1,2,0,0,0,2,0,0,1.0,3,0.6627,-0.6401,1.0
1.0,0.0,1.0,1.0,-1.2367,1.0,0,1,0,0,0,0,2,2,0,1.0,0,0.8239,-0.9255,1.0
1.0,0.0,0.0,0.0,-0.3816,1.0,2,1,0,0,0,2,2,0,0,1.0,2,0.8588,-0.1495,1.0
1.0,0.0,1.0,1.0,-0.2594,1.0,0,2,1,1,1,1,1,1,1,1.0,0,-1.486,-0.7841,0.0
0.0,1.0,1.0,0.0,1.6137,1.0,2,1,2,2,2,0,2,2,2,1.0,2,1.5833,2.5451,0.0
0.0,0.0,1.0,0.0,0.0663,1.0,0,0,0,0,0,2,0,0,0,0.0,0,-0.484,-0.206,0.0
1.0,0.0,0.0,0.0,-0.911,1.0,0,0,2,0,0,2,2,0,0,0.0,0,-0.0835,-0.7368,0.0
0.0,0.0,0.0,0.0,-0.7481,1.0,0,0,2,0,0,2,0,0,1,0.0,3,-0.3012,-0.6564,0.0
0.0,0.0,0.0,0.0,-0.3816,1.0,2,1,2,0,0,0,2,0,0,1.0,0,0.8405,-0.0495,1.0
1.0,0.0,1.0,0.0,0.5957,1.0,0,2,1,1,1,1,1,1,2,0.0,3,-1.4993,-0.5778,0.0
1.0,0.0,1.0,0.0,-0.3409,1.0,0,1,2,0,0,2,0,2,0,1.0,2,0.8139,-0.0317,0.0
1.0,0.0,1.0,0.0,0.6771,1.0,2,1,0,2,0,0,2,2,0,1.0,0,1.1396,1.1354,1.0
1.0,1.0,0.0,0.0,-0.5038,1.0,0,0,2,0,0,2,0,0,1,0.0,3,-0.3577,-0.5413,0.0
0.0,0.0,0.0,0.0,-1.2367,1.0,0,1,0,0,0,0,0,0,0,0.0,0,0.1658,-0.9436,1.0
0.0,0.0,0.0,0.0,-1.2367,1.0,0,0,0,2,0,0,0,0,0,1.0,1,-0.5222,-0.9672,1.0
1.0,0.0,0.0,0.0,-0.4223,0.0,1,0,0,0,2,2,2,2,2,0.0,0,-0.2663,-0.4314,0.0
1.0,0.0,0.0,0.0,-1.0331,1.0,2,1,0,0,2,0,2,2,0,1.0,0,1.1064,-0.6926,1.0
1.0,0.0,0.0,0.0,-1.2774,1.0,0,2,1,1,1,1,1,1,0,0.0,3,-1.4511,-0.9981,0.0
0.0,0.0,1.0,1.0,1.0843,1.0,2,1,0,2,0,2,0,2,0,1.0,0,1.0598,1.4564,0.0
0.0,0.0,1.0,1.0,1.0436,1.0,2,2,1,1,1,1,1,1,1,1.0,1,-1.3381,-0.3461,0.0
0.0,0.0,0.0,0.0,0.3514,1.0,2,1,2,2,2,2,2,2,0,1.0,0,1.6531,0.9914,1.0
0.0,1.0,0.0,0.0,1.0843,1.0,2,1,0,2,0,0,0,0,2,1.0,1,0.4799,1.0191,0.0
0.0,0.0,1.0,1.0,-1.196,1.0,0,1,0,0,0,0,0,0,0,1.0,2,0.1591,-0.919,0.0
1.0,0.0,0.0,0.0,-0.0151,1.0,0,2,1,1,1,1,1,1,2,1.0,0,-1.486,-0.7362,0.0
1.0,1.0,1.0,0.0,0.555,1.0,2,1,0,0,2,0,2,2,0,1.0,2,1.133,1.0079,0.0
1.0,0.0,1.0,1.0,-1.3182,1.0,2,2,1,1,1,1,1,1,2,0.0,3,-1.2966,-0.3873,0.0
1.0,0.0,0.0,0.0,-1.2367,1.0,0,1,0,0,0,0,0,2,0,1.0,2,0.538,-0.9319,1.0
0.0,0.0,1.0,1.0,0.7993,1.0,0,2,1,1,1,1,1,1,1,0.0,1,-1.501,-0.5605,0.0
0.0,1.0,0.0,0.0,-0.7888,1.0,0,1,0,0,2,0,0,0,0,1.0,2,0.317,-0.5923,1.0
0.0,1.0,0.0,0.0,-0.8702,1.0,0,1,0,0,0,0,2,2,0,0.0,0,0.8288,-0.5449,1.0
1.0,0.0,0.0,0.0,-0.0151,1.0,2,1,2,0,0,2,0,0,0,0.0,0,0.7607,0.2139,0.0
1.0,1.0,1.0,0.0,-0.6259,1.0,2,1,0,0,2,0,2,2,0,1.0,1,1.1861,-0.2911,1.0
0.0,0.0,0.0,0.0,-0.6666,1.0,2,1,0,0,0,0,0,0,0,1.0,1,0.332,-0.5088,0.0
0.0,0.0,0.0,0.0,0.7586,1.0,2,1,2,2,2,0,2,2,1,0.0,0,1.4188,1.5006,0.0
1.0,0.0,0.0,0.0,-0.1373,1.0,0,0,0,0,2,2,2,2,1,1.0,0,0.3519,-0.0168,0.0
1.0,0.0,1.0,0.0,1.5323,1.0,0,0,2,2,2,2,0,0,2,0.0,1,0.0063,0.9895,0.0
0.0,0.0,1.0,1.0,1.573,1.0,2,1,2,0,2,2,0,2,2,0.0,2,1.1861,2.1534,0.0
1.0,0.0,1.0,1.0,0.3514,1.0,2,0,0,2,2,0,2,0,1,0.0,0,0.1242,0.2464,0.0
1.0,0.0,0.0,0.0,-1.2774,1.0,0,1,0,0,0,0,2,0,0,1.0,2,0.5247,-0.9719,0.0
0.0,0.0,1.0,0.0,-1.0331,1.0,0,0,2,0,2,2,2,2,0,0.0,0,0.548,-0.7513,0.0
1.0,0.0,1.0,1.0,-0.3002,1.0,0,1,0,0,0,0,2,2,1,1.0,2,0.8521,-0.0456,1.0
1.0,0.0,1.0,1.0,1.4101,1.0,2,1,2,2,0,2,0,0,1,0.0,2,0.8239,1.6585,0.0
1.0,0.0,1.0,1.0,-1.1146,1.0,2,0,0,0,0,2,0,0,0,1.0,3,-0.3012,-0.8929,0.0
1.0,0.0,0.0,1.0,-0.7074,1.0,2,2,1,1,1,1,1,1,0,1.0,2,-1.3282,-0.8643,0.0
0.0,0.0,1.0,1.0,-0.5038,1.0,0,2,1,1,1,1,1,1,0,0.0,2,-1.4877,-0.823,0.0
1.0,0.0,1.0,1.0,-1.196,1.0,0,0,0,2,2,0,0,0,0,1.0,3,-0.2862,-0.9332,1.0
1.0,0.0,1.0,1.0,0.8807,1.0,2,1,0,2,0,2,2,2,1,1.0,2,1.344,1.4816,0.0
1.0,0.0,0.0,0.0,0.3921,1.0,0,2,1,1,1,1,1,1,1,1.0,3,-1.5027,-0.6368,0.0
0.0,0.0,1.0,0.0,-0.9517,1.0,0,1,0,0,0,0,0,2,0,1.0,2,0.4982,-0.6679,0.0
0.0,0.0,0.0,0.0,1.2472,1.0,2,1,0,2,0,0,2,2,2,0.0,0,1.0864,1.7532,0.0
0.0,0.0,1.0,0.0,1.4915,1.0,2,2,1,1,1,1,1,1,2,0.0,0,-1.3464,-0.2826,0.0
0.0,0.0,0.0,0.0,1.4915,1.0,2,2,1,1,1,1,1,1,2,0.0,1,-1.3348,-0.2666,0.0
1.0,0.0,1.0,0.0,0.3106,1.0,0,0,0,2,0,0,0,0,0,1.0,3,-0.4856,-0.0986,0.0
1.0,0.0,0.0,0.0,1.1251,0.0,1,0,2,2,2,0,0,0,2,0.0,0,-0.8363,0.0629,0.0
0.0,0.0,0.0,0.0,-1.1553,1.0,0,1,2,0,2,2,0,2,0,1.0,0,0.9851,-0.8365,1.0
0.0,1.0,0.0,0.0,1.573,1.0,2,0,2,2,2,2,2,2,2,0.0,3,0.8338,1.771,0.0
0.0,0.0,1.0,0.0,0.1885,1.0,2,1,0,0,2,0,0,0,0,1.0,1,0.4716,0.2462,1.0
1.0,0.0,1.0,0.0,-0.0151,1.0,2,1,0,2,0,0,2,2,0,1.0,1,1.133,0.3814,0.0
1.0,0.0,0.0,0.0,0.2699,1.0,2,0,0,0,0,2,0,0,2,1.0,1,-0.3627,-0.0359,0.0
0.0,0.0,0.0,0.0,0.2292,1.0,2,2,1,1,1,1,1,1,1,1.0,2,-1.3464,-0.6037,0.0
1.0,0.0,0.0,0.0,0.7993,1.0,2,1,0,0,2,0,0,2,2,1.0,1,0.8205,1.0136,0.0
0.0,0.0,1.0,1.0,0.6364,1.0,2,1,2,2,0,0,2,2,0,1.0,1,1.3457,1.1989,0.0
1.0,0.0,1.0,1.0,1.5323,0.0,1,0,2,0,2,2,2,2,2,0.0,0,-0.1749,0.8224,0.0
1.0,0.0,0.0,0.0,-0.5038,1.0,0,1,0,0,0,0,0,0,0,0.0,1,0.1924,-0.348,0.0
0.0,0.0,0.0,0.0,0.7179,1.0,2,0,2,0,2,2,2,2,1,1.0,1,0.5895,0.8376,0.0
0.0,0.0,0.0,0.0,-0.5445,0.0,1,0,0,0,0,0,2,2,1,1.0,1,-0.6618,-0.6129,1.0
1.0,0.0,1.0,1.0,-0.3002,1.0,0,0,2,2,2,0,0,0,1,1.0,0,-0.1051,-0.2962,0.0
1.0,0.0,0.0,0.0,-0.8295,1.0,0,0,0,2,0,0,0,0,0,1.0,0,-0.5222,-0.7456,0.0
1.0,1.0,1.0,0.0,0.2699,1.0,2,1,0,2,2,0,2,2,0,1.0,2,1.359,0.8842,1.0
1.0,0.0,0.0,0.0,-1.0331,1.0,0,1,0,0,2,0,0,0,0,0.0,3,0.3286,-0.767,1.0
0.0,0.0,1.0,1.0,-0.3816,1.0,0,0,2,2,2,2,0,0,1,1.0,3,0.0495,-0.3303,0.0
1.0,0.0,0.0,0.0,-0.2187,1.0,0,2,1,1,1,1,1,1,0,1.0,2,-1.5076,-0.7735,0.0
1.0,1.0,0.0,0.0,0.5957,1.0,2,1,0,0,0,0,2,0,0,1.0,1,0.7075,0.6992,0.0
1.0,0.0,1.0,1.0,-0.2594,1.0,0,2,1,1,1,1,1,1,2,1.0,1,-1.5159,-0.7797,0.0
0.0,0.0,1.0,0.0,-0.7481,1.0,2,0,2,0,0,0,2,0,0,1.0,0,-0.0021,-0.592,1.0
0.0,1.0,1.0,0.0,-0.8702,1.0,2,1,0,0,2,2,2,2,0,1.0,0,1.3058,-0.5069,1.0
1.0,0.0,0.0,1.0,-1.2367,1.0,0,2,1,1,1,1,1,1,0,0.0,3,-1.5126,-0.9861,0.0
0.0,0.0,1.0,1.0,-0.2594,1.0,0,1,2,2,0,0,0,0,0,0.0,2,0.5713,-0.0935,0.0
0.0,1.0,1.0,0.0,1.6137,1.0,2,1,2,2,2,2,2,2,2,1.0,0,1.6581,2.6718,0.0
0.0,0.0,1.0,1.0,1.2472,1.0,0,2,1,1,1,1,1,1,2,0.0,1,-1.4877,-0.4736,0.0
1.0,0.0,1.0,1.0,1.573,1.0,0,2,1,1,1,1,1,1,2,0.0,3,-1.4943,-0.391,0.0
1.0,0.0,1.0,1.0,-0.8702,1.0,2,0,2,0,0,0,2,0,0,1.0,0,0.0129,-0.6881,0.0
1.0,1.0,1.0,0.0,-0.7481,1.0,0,2,1,1,1,1,1,1,1,0.0,3,-1.4993,-0.9065,0.0
0.0,0.0,0.0,1.0,-0.7888,1.0,2,0,2,2,2,2,2,2,2,0.0,1,0.8039,-0.4945,0.0
1.0,0.0,0.0,1.0,-1.0738,1.0,0,2,1,1,1,1,1,1,0,1.0,3,-1.481,-0.964,0.0
1.0,1.0,1.0,1.0,-0.8702,1.0,2,1,0,0,0,0,0,0,0,1.0,1,0.3469,-0.6651,0.0
1.0,0.0,1.0,0.0,-0.5852,1.0,2,0,0,2,0,0,0,0,0,0.0,1,-0.2646,-0.533,0.0
1.0,0.0,0.0,0.0,-1.2774,0.0,1,0,0,0,0,0,0,2,0,1.0,2,-0.9709,-0.9917,1.0
0.0,0.0,1.0,0.0,-0.0151,1.0,0,1,2,0,0,0,0,0,0,1.0,0,0.3569,0.0189,0.0
1.0,0.0,0.0,0.0,-0.1373,0.0,1,0,2,0,0,2,0,0,1,0.0,3,-0.9692,-0.5339,0.0
0.0,0.0,0.0,0.0,-1.196,1.0,2,0,0,0,0,0,2,0,0,1.0,2,-0.15,-0.9321,0.0
0.0,0.0,0.0,0.0,-1.2367,1.0,2,1,0,0,0,0,2,2,0,1.0,2,1.01,-0.9205,1.0
1.0,0.0,1.0,1.0,-0.7888,1.0,0,1,0,0,2,0,2,2,0,1.0,3,1.0598,-0.494,1.0
0.0,0.0,0.0,0.0,0.3514,0.0,1,0,0,2,0,0,0,2,0,1.0,2,-0.8113,-0.2667,0.0
0.0,0.0,0.0,0.0,-1.2774,1.0,0,2,1,1,1,1,1,1,0,0.0,2,-1.5259,-0.9991,0.0
1.0,0.0,0.0,0.0,-1.0331,1.0,0,0,0,0,0,0,2,0,0,0.0,3,-0.3294,-0.8439,0.0
0.0,0.0,1.0,0.0,0.7993,1.0,0,0,2,0,2,0,2,0,1,1.0,3,-0.0153,0.4983,0.0
0.0,0.0,1.0,1.0,0.5143,1.0,2,2,1,1,1,1,1,1,2,1.0,0,-1.3331,-0.5047,0.0
1.0,0.0,1.0,0.0,1.5323,1.0,2,0,0,2,2,2,2,0,2,0.0,1,0.3768,1.3166,0.0
0.0,0.0,0.0,0.0,0.84,1.0,0,2,1,1,1,1,1,1,2,0.0,3,-1.5309,-0.5634,0.0
0.0,1.0,1.0,0.0,1.2065,1.0,2,1,0,2,2,0,2,0,1,1.0,1,1.103,1.6134,0.0
0.0,0.0,1.0,0.0,1.1251,1.0,2,1,2,2,0,0,0,2,0,1.0,1,0.9751,1.4101,0.0
0.0,1.0,1.0,0.0,-1.196,1.0,0,1,0,0,0,0,2,0,0,1.0,2,0.5198,-0.9085,1.0
0.0,1.0,1.0,0.0,-0.3816,1.0,0,1,2,0,0,0,2,2,0,1.0,2,1.0083,0.0195,0.0
1.0,0.0,0.0,1.0,-1.2774,0.0,1,0,0,2,0,0,0,0,0,1.0,3,-1.1105,-0.9936,1.0
0.0,0.0,0.0,0.0,1.4101,1.0,0,0,2,0,2,2,0,2,1,1.0,0,0.2522,1.1962,0.0
0.0,0.0,0.0,0.0,-0.8295,1.0,2,1,0,2,0,0,2,0,0,1.0,0,0.8305,-0.5428,1.0
0.0,1.0,1.0,0.0,1.573,1.0,2,0,2,2,2,2,0,2,2,1.0,0,0.5962,1.5669,0.0
1.0,0.0,0.0,0.0,-0.3002,1.0,0,2,1,1,1,1,1,1,1,0.0,1,-1.491,-0.7819,0.0
0.0,0.0,0.0,0.0,-1.1146,1.0,2,0,2,0,0,0,0,0,0,1.0,2,-0.3643,-0.8821,0.0
1.0,0.0,0.0,0.0,-0.2594,1.0,2,0,0,0,0,0,0,0,1,1.0,1,-0.4391,-0.4355,0.0
1.0,0.0,1.0,1.0,-1.2774,1.0,0,2,1,1,1,1,1,1,1,0.0,3,-1.4993,-0.9987,0.0
1.0,1.0,0.0,0.0,1.5323,0.0,1,0,0,2,2,0,2,0,1,1.0,1,-0.6884,0.3222,0.0
1.0,0.0,1.0,1.0,1.6137,1.0,2,1,2,2,2,2,2,2,2,1.0,2,1.6365,2.5655,0.0
1.0,0.0,1.0,0.0,1.1251,1.0,0,1,0,2,0,0,2,2,1,1.0,2,0.9851,1.4694,1.0
0.0,1.0,1.0,1.0,-0.0151,1.0,2,1,0,2,0,0,2,2,0,1.0,2,1.1845,0.4131,0.0
1.0,0.0,0.0,0.0,-1.2774,1.0,0,2,1,1,1,1,1,1,0,1.0,2,-1.4927,-0.9987,1.0
0.0,0.0,0.0,0.0,-0.7481,1.0,2,0,0,2,0,0,0,0,1,1.0,3,-0.3494,-0.6661,0.0
0.0,0.0,0.0,0.0,-0.7888,1.0,2,1,2,0,0,0,0,0,0,1.0,1,0.5065,-0.553,0.0
0.0,0.0,0.0,0.0,-1.0738,1.0,2,1,0,2,2,2,2,2,0,1.0,1,1.5002,-0.7119,1.0
0.0,0.0,0.0,0.0,0.555,1.0,2,0,2,0,2,0,2,2,2,0.0,3,0.4799,0.5792,0.0
1.0,0.0,0.0,0.0,-0.7074,1.0,0,1,0,0,2,2,2,2,0,1.0,2,1.216,-0.3214,1.0
1.0,1.0,1.0,0.0,0.4328,1.0,2,1,0,2,0,2,2,0,0,1.0,2,0.9817,0.7378,0.0
1.0,0.0,0.0,0.0,0.2699,1.0,0,0,0,0,0,2,0,0,2,1.0,0,-0.4973,-0.1372,0.0
1.0,1.0,0.0,0.0,-0.463,1.0,0,0,0,0,2,0,2,0,0,1.0,0,-0.1566,-0.4617,1.0
1.0,0.0,0.0,0.0,1.0029,0.0,1,0,2,0,2,0,2,2,0,1.0,2,-0.366,0.4035,0.0
0.0,0.0,1.0,0.0,0.84,1.0,0,1,0,0,0,2,2,2,1,1.0,2,0.9535,1.1436,0.0
1.0,0.0,1.0,1.0,-0.5852,1.0,0,1,2,0,2,0,2,0,0,1.0,3,0.769,-0.345,0.0
0.0,0.0,0.0,0.0,-1.2774,1.0,2,0,0,0,0,0,0,2,0,1.0,2,-0.1533,-0.9809,1.0
0.0,0.0,1.0,0.0,1.0436,1.0,2,0,2,0,0,2,0,0,1,1.0,0,-0.1234,0.5284,0.0
0.0,1.0,0.0,0.0,1.573,1.0,2,1,0,0,2,0,2,2,2,0.0,0,1.3058,2.2655,0.0
